ShipmentID,GenericName,CargoUnit,OriginLocationName,OriginCountry,OriginPort,OriginPortCode,DestinationLocationName,DestinationCountry,DestinationPort,DestinationPortCode,Carrier,ModeOfTransport,SecondaryMode,ContainerNumber,BillOfLadingNumber,ETD,ETA,ATD,ATA,FreightTerms,CargoDescription,CargoWeight,CargoVolume,FreightCost,CustomsValue,TrackingNumber,TemperatureCategory,TemperatureRange,PackagingType,QualityRequirements,ComplianceRequirements,QualityMetrics,RiskCategory,InspectionFrequency,MonitoringLevel,InsuranceType,InsuranceCoverage,InsurancePremium,HandlingEquipmentCost,HandlingLaborCost,TotalHandlingCost,CarbonFootprint,CarbonFootprintUnit,RequiredDocuments
SHIP-3AA8F247,Rituximab,mg,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL40020,06-03-2023 21:00,09-03-2023 21:00,06-03-2023 11:00,11-03-2023 18:00,CIF,Pharmaceutical Raw Materials - Rituximab,0.01,0.0,0.48,0.95,DA2502116880197,CRT,15C to 25C,Fiber Drum,"['GMP', 'GDP']","['EMA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9600842449742865}",MEDIUM,Weekly,Enhanced,Standard,0.95,0.03,0.01,0.0,0.01,0.05,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-7D776E2D,Atorvastatin,g,Houston Facility,USA,,USHOU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL89992,13-02-2024 21:00,17-02-2024 21:00,13-02-2024 20:00,19-02-2024 09:00,DAP,Pharmaceutical Raw Materials - Atorvastatin,49.35,0.15,71.83,0.0,YF2502118939045,CRT,15C to 25C,Cardboard Box,"['ISO', 'GDP']","['WHO', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9853413677090476}",HIGH,Daily,Continuous,Basic,57.464,2.15,28.29,11.67,39.96,2.45,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-85589B18,Albuterol,g,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL67909,28-10-2024 21:00,03-11-2024 21:00,28-10-2024 14:00,04-11-2024 07:00,CIF,Pharmaceutical Raw Materials - Albuterol,17.25,0.1,60.04,1701.97,WE2502116462268,CRT,15C to 25C,Fiber Drum,"['GMP', 'GDP']","['EMA', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.956243744333156}",HIGH,Daily,Continuous,Standard,1701.97,76.59,9.58,2.66,12.24,1.32,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-30492525,Rituximab,mg,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL42649,05-05-2023 21:00,08-05-2023 21:00,06-05-2023 01:00,08-05-2023 00:00,CIF,Pharmaceutical Raw Materials - Rituximab,0.02,0.0,0.86,1.05,FE2502116429859,CRT,15C to 25C,Fiber Drum,"['GDP', 'ISO']","['MHRA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9586618309601994}",HIGH,Daily,Continuous,Standard,1.05,0.05,0.01,0.0,0.01,0.08,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-A5AE3414,Ciprofloxacin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL84598,24-06-2022 21:00,26-06-2022 21:00,24-06-2022 15:00,26-06-2022 18:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,42.78,0.14,1699.38,3812.53,DA2502117420035,CRT,15C to 25C,Fiber Drum,"['HACCP', 'ISO']","['FDA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9787718080861914}",MEDIUM,Weekly,Enhanced,All-Risk,5718.795,228.75,24.17,9.75,33.92,162.39,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-DC8EA29D,Flu Vaccine,doses,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL64976,01-05-2022 21:00,06-05-2022 21:00,02-05-2022 08:00,08-05-2022 08:00,CIF,Pharmaceutical Raw Materials - Flu Vaccine,0.5,0.0,20.43,35.0,ES2502111284148,FRZ,-150C to -196C,Cryogenic Container,"['HACCP', 'GMP']","['MHRA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9584830326043919}",MEDIUM,Weekly,Enhanced,All-Risk,52.5,2.1,2.09,0.87,2.96,1.96,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-126CF9E1,Paracetamol,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL60864,24-08-2024 21:00,27-08-2024 21:00,25-08-2024 08:00,27-08-2024 02:00,CIF,Pharmaceutical Raw Materials - Paracetamol,144.35,0.76,6011.71,12995.16,DA2502111662651,CRT,20C to 35C,Pallet Box,"['ISO', 'GMP']","['EMA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9862972566903886}",LOW,Monthly,Standard,All-Risk,19492.74,649.76,66.09,31.0,97.09,569.06,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-87EFB21C,Aspirin,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL13661,18-09-2022 21:00,23-09-2022 21:00,19-09-2022 09:00,23-09-2022 04:00,CIF,Pharmaceutical Raw Materials - Aspirin,83.73,0.21,3464.12,8501.43,ES2502116577495,CRT,15C to 25C,Fiber Drum,"['HACCP', 'ISO']","['FDA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9991912539513116}",LOW,Monthly,Standard,Standard,8501.43,255.04,36.05,13.26,49.31,332.84,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-BA1B2F91,Atorvastatin,g,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL57150,21-02-2024 21:00,27-02-2024 21:00,22-02-2024 08:00,27-02-2024 19:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,25.03,0.09,70.19,4864.02,XL2502112438087,CRT,20C to 35C,Pallet Box,"['GDP', 'HACCP']","['FDA', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9600962783801213}",LOW,Monthly,Standard,Standard,4864.02,145.92,10.39,5.09,15.48,1.76,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-D7A4E4B4,Sildenafil,g,Chicago Facility,USA,,USCHI,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL44761,11-01-2024 21:00,14-01-2024 21:00,11-01-2024 18:00,14-01-2024 17:00,DAP,Pharmaceutical Raw Materials - Sildenafil,48.74,0.11,86.8,0.0,XL2502115521906,CRT,30C to 35C,Plastic Drum,"['HACCP', 'GDP']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9959453395428269}",MEDIUM,Weekly,Enhanced,Premium,104.16,4.17,26.79,11.1,37.89,3.21,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-6EE76287,Atorvastatin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL51894,07-09-2024 21:00,09-09-2024 21:00,07-09-2024 14:00,10-09-2024 11:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,37.68,0.21,1894.37,2242.38,ES2502113613303,CRT,15C to 25C,Cardboard Box,"['HACCP', 'ISO']","['EMA', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.99517733423221}",MEDIUM,Weekly,Enhanced,Basic,1793.904,53.82,22.56,5.73,28.29,161.32,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-3CC3DCCE,Ibuprofen,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL24510,27-01-2023 21:00,01-02-2023 21:00,28-01-2023 04:00,02-02-2023 16:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,236.08,0.81,8221.35,24373.53,LC2502117722219,CRT,15C to 25C,Fiber Drum,"['HACCP', 'GMP']","['MHRA', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9605181011896766}",MEDIUM,Weekly,Enhanced,Basic,19498.824,584.96,125.23,49.95,175.18,806.31,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-040A6593,Alpha Interferon,mcg,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL71821,02-08-2023 21:00,04-08-2023 21:00,02-08-2023 19:00,04-08-2023 15:00,CIF,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,LC2502118648189,DFZ,-25C to -15C,Cryo Box,"['GMP', 'ISO']","['WHO', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9831355599640799}",LOW,Monthly,Standard,Standard,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-C652FACE,Ciprofloxacin,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL36040,22-08-2023 21:00,25-08-2023 21:00,23-08-2023 01:00,27-08-2023 18:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,92.33,0.19,3716.1,16859.72,UA2502115917578,CRT,20C to 35C,Pallet Box,"['GDP', 'ISO']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9538741835615043}",LOW,Monthly,Standard,All-Risk,25289.58,842.99,38.95,19.77,58.72,347.38,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-C7333DC3,Aspirin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL69667,09-04-2023 21:00,12-04-2023 21:00,09-04-2023 13:00,13-04-2023 20:00,CIF,Pharmaceutical Raw Materials - Aspirin,209.06,1.17,736.49,18176.99,S2502119076393,CRT,15C to 25C,Cardboard Box,"['GDP', 'GMP']","['EMA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9626372897724476}",LOW,Monthly,Standard,All-Risk,27265.485,908.85,104.86,32.2,137.06,17.45,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-5CEF256F,Sildenafil,g,San Juan Facility,USA,,PRSJC,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL91630,07-10-2023 21:00,09-10-2023 21:00,08-10-2023 04:00,09-10-2023 04:00,DAP,Pharmaceutical Raw Materials - Sildenafil,41.16,0.23,86.55,0.0,WE2502115248514,CRT,15C to 25C,Cardboard Box,"['GMP', 'GDP']","['FDA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9824474059231427}",HIGH,Daily,Continuous,Basic,69.24,2.6,16.82,8.45,25.26,2.74,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-8EB63448,Albuterol,g,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL56312,26-06-2023 21:00,28-06-2023 21:00,26-06-2023 21:00,28-06-2023 08:00,DAP,Pharmaceutical Raw Materials - Albuterol,30.64,0.07,46.53,0.0,XL2502118414298,CRT,15C to 25C,Fiber Drum,"['GDP', 'HACCP']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9867174707276422}",MEDIUM,Weekly,Enhanced,All-Risk,69.795,2.79,15.86,7.34,23.2,1.75,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-F27A44A3,Albuterol,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL59341,18-04-2023 21:00,20-04-2023 21:00,18-04-2023 22:00,22-04-2023 15:00,CIF,Pharmaceutical Raw Materials - Albuterol,22.5,0.09,951.03,2238.12,LC2502118820684,CRT,30C to 35C,Plastic Drum,"['GDP', 'ISO']","['MHRA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9905406887575272}",LOW,Monthly,Standard,Premium,2685.744,89.52,9.65,5.41,15.07,88.2,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-329765E7,Ciprofloxacin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL88609,22-02-2024 21:00,26-02-2024 21:00,23-02-2024 06:00,28-02-2024 18:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,77.55,0.19,277.06,9923.22,WE2502117605973,CRT,15C to 25C,Fiber Drum,"['HACCP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.954265665850203}",LOW,Monthly,Standard,Standard,9923.22,297.7,34.22,12.17,46.39,6.88,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-C48BE179,Ibuprofen,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL51799,30-06-2023 21:00,02-07-2023 21:00,01-07-2023 03:00,03-07-2023 03:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,135.22,0.28,5681.88,14717.16,LC2502115574732,CRT,30C to 35C,Plastic Drum,"['ISO', 'GMP']","['WHO', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.962266529460668}",HIGH,Daily,Continuous,Basic,11773.728,441.51,81.12,20.82,101.94,557.17,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-2E864EAF,Erythropoietin,IU,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL11276,26-04-2022 21:00,28-04-2022 21:00,27-04-2022 04:00,28-04-2022 20:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.03,0.06,LC2502111359184,CRT,30C to 35C,Plastic Drum,"['GMP', 'GDP']","['EMA', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.969877392737372}",LOW,Monthly,Standard,Basic,0.048,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-D9C42333,Ibuprofen,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL88781,23-06-2023 21:00,26-06-2023 21:00,23-06-2023 10:00,25-06-2023 23:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,215.71,0.67,9337.79,22914.02,FE2502111192011,CRT,30C to 35C,Plastic Drum,"['GDP', 'ISO']","['FDA', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9867230827704643}",MEDIUM,Weekly,Enhanced,Basic,18331.216,549.94,125.86,42.55,168.41,835.89,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-BA527FF5,Atorvastatin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL91360,16-04-2022 21:00,20-04-2022 21:00,16-04-2022 17:00,20-04-2022 09:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,56.35,0.23,223.62,8909.36,S2502117175222,CRT,15C to 25C,Fiber Drum,"['HACCP', 'GMP']","['MHRA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9581979935070439}",HIGH,Daily,Continuous,Basic,7127.488,267.28,28.86,10.4,39.26,5.06,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-FA5E1C13,Metformin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL68192,05-07-2024 21:00,09-07-2024 21:00,06-07-2024 09:00,10-07-2024 00:00,CIF,Pharmaceutical Raw Materials - Metformin,175.96,0.89,8186.04,12836.28,UA2502115306082,CRT,20C to 35C,Pallet Box,"['GMP', 'ISO']","['MHRA', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9938638870920102}",LOW,Monthly,Standard,Standard,12836.28,385.09,71.67,39.73,111.4,761.89,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-2149BA5A,Beta Interferon,mcg,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL22949,08-07-2022 21:00,13-07-2022 21:00,09-07-2022 04:00,14-07-2022 16:00,CIF,Pharmaceutical Raw Materials - Beta Interferon,0.0,0.0,0.0,0.0,ES2502115244137,DFZ,-25C to -15C,Cryo Box,"['GMP', 'GDP']","['WHO', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9504319486441644}",LOW,Monthly,Standard,All-Risk,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-58C0BCED,Lisinopril,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL98183,03-05-2022 21:00,07-05-2022 21:00,04-05-2022 04:00,09-05-2022 15:00,CIF,Pharmaceutical Raw Materials - Lisinopril,52.29,0.27,200.92,7854.9,YF2502114869361,CRT,20C to 35C,Pallet Box,"['HACCP', 'GMP']","['MHRA', 'FDA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9534807707723074}",LOW,Monthly,Standard,Premium,9425.88,314.2,29.37,12.64,42.01,4.31,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-AF257F94,Rituximab,mg,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL62496,05-08-2022 21:00,08-08-2022 21:00,05-08-2022 20:00,08-08-2022 15:00,CIF,Pharmaceutical Raw Materials - Rituximab,0.01,0.0,0.52,1.5,UA2502112613335,CRT,15C to 25C,Fiber Drum,"['ISO', 'GMP']","['MHRA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9766460595377191}",MEDIUM,Weekly,Enhanced,Standard,1.5,0.05,0.01,0.0,0.01,0.05,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-636BC506,Growth Hormone,IU,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL36954,30-01-2025 21:00,01-02-2025 21:00,31-01-2025 01:00,02-02-2025 06:00,CIF,Pharmaceutical Raw Materials - Growth Hormone,0.0,0.0,0.01,0.03,FE2502115430076,REF,-30C to 30C,Reefer Container,"['GMP', 'ISO']","['MHRA', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.989534078178809}",MEDIUM,Weekly,Enhanced,Standard,0.03,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-5E2A22D8,Aspirin,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL14188,04-06-2023 21:00,08-06-2023 21:00,04-06-2023 21:00,08-06-2023 13:00,CIF,Pharmaceutical Raw Materials - Aspirin,193.85,1.13,10023.26,35137.04,ES2502116528837,CRT,15C to 25C,Cardboard Box,"['HACCP', 'ISO']","['MHRA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9984742637273033}",LOW,Monthly,Standard,Basic,28109.632,702.74,92.2,34.49,126.69,831.09,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
